"Index","equity.value","market.value","loan"
2016-06-06,9980,20000,10000
2016-06-07,9976.08129229877,19996.1327222448,9978.06636112242
2016-06-08,10124.1660066541,20144.2174366001,9978.06636112242
2016-06-13,10094.8672716628,20114.9187016088,9978.06636112242
2016-06-14,10084.1699199801,20104.2213499261,9978.06636112242
2016-06-15,10065.7971073784,20085.8485373245,9978.06636112242
2016-06-16,10174.2595134765,20194.3109434225,9978.06636112242
2016-06-17,10112.9878544759,20133.039284422,9978.06636112242
2016-06-20,10157.2699205117,20177.3213504577,9978.06636112242
2016-06-21,10045.0165747977,20065.0680047438,9978.06636112242
2016-06-22,10008.9612148484,20029.0126447944,9978.06636112242
2016-06-23,10104.2298132828,20124.2812432288,9978.06636112242
2016-06-24,10136.6396124125,20697.5278911884,10518.3629134
2016-06-27,9953.05937361183,19907.4052524903,9911.21336395318
2016-06-28,10098.014083081,20052.3599619596,9911.21336395318
2016-06-29,10345.6817637007,20300.0276425792,9911.21336395318
2016-06-30,10461.0178200182,20902.6402140868,10398.0030894178
2016-07-01,10614.547150305,21056.1695443736,10398.0030894178
2016-07-05,10677.2531456017,21118.8755396702,10398.0030894178
2016-07-06,10799.1879551741,21240.8103492427,10398.0030894178
2016-07-07,10754.7874116618,21196.4098057304,10398.0030894178
2016-07-08,10904.2491687972,21345.8715628658,10398.0030894178
2016-07-11,10932.3793979798,21374.0017920484,10398.0030894178
2016-07-12,10864.2327713466,21305.8551654151,10398.0030894178
2016-07-13,10925.3291561178,21366.9515501864,10398.0030894178
2016-07-14,10907.4875085868,21349.1099026554,10398.0030894178
2016-07-15,10862.10507513,21303.7274691985,10398.0030894178
2016-07-18,10903.8218274138,21345.4442214824,10398.0030894178
2016-07-19,10909.0852400668,21350.7076341354,10398.0030894178
2016-07-20,10868.4246434845,21310.0470375531,10398.0030894178
2016-07-21,10909.4971966367,21351.1195907053,10398.0030894178
2016-07-22,10910.2218690515,21351.84426312,10398.0030894178
2016-07-25,10847.2444049952,21288.8667990638,10398.0030894178
2016-07-26,10861.1014479823,21302.7238420508,10398.0030894178
2016-07-27,10889.224046328,21330.8464403966,10398.0030894178
2016-07-28,10949.0786218671,21390.7010159357,10398.0030894178
2016-07-29,11088.1350676313,21529.7574616999,10398.0030894178
2016-08-01,11090.2884196863,21531.9108137548,10398.0030894178
2016-08-02,11108.1710462992,21549.7934403678,10398.0030894178
2016-08-03,11085.5320176894,21527.154411758,10398.0030894178
2016-08-04,11107.4014145974,21549.023808666,10398.0030894178
2016-08-05,11048.3551609511,21489.9775550197,10398.0030894178
2016-08-08,11016.0431242219,21457.6655182905,10398.0030894178
2016-08-09,11060.8341551043,21502.4565491728,10398.0030894178
2016-08-10,11064.7439578844,21506.366351953,10398.0030894178
2016-08-11,11108.0231340857,21549.6455281543,10398.0030894178
2016-08-12,11050.4897455642,21492.1121396328,10398.0030894178
2016-08-15,11116.0317758049,21557.6541698735,10398.0030894178
2016-08-16,11123.7106871215,21565.3330811901,10398.0030894178
2016-08-17,11089.9830666747,21531.6054607433,10398.0030894178
2016-08-18,11177.115332657,21618.7377267256,10398.0030894178
2016-08-19,11082.4917682064,21524.114162275,10398.0030894178
2016-08-22,11056.4220643134,21498.0444583819,10398.0030894178
2016-08-23,11100.4543320956,21542.0767261642,10398.0030894178
2016-08-24,10921.779936661,21363.4023307296,10398.0030894178
2016-08-25,10874.7459647231,21316.3683587917,10398.0030894178
2016-08-26,10866.074088427,21307.6964824955,10398.0030894178
2016-08-29,10937.9717370252,21379.5941310938,10398.0030894178
2016-08-30,10834.4250182712,21276.0474123398,10398.0030894178
2016-08-31,10771.8049613434,21213.427355412,10398.0030894178
2016-09-01,10809.3172200037,21250.9396140723,10398.0030894178
2016-09-02,10930.0534267469,21371.6758208154,10398.0030894178
2016-09-06,11161.2629144199,21602.8853084885,10398.0030894178
2016-09-07,11122.9482118196,21564.5706058882,10398.0030894178
2016-09-08,11042.6590649689,21484.2814590374,10398.0030894178
2016-09-09,10702.8323173894,21144.454711458,10398.0030894178
2016-09-12,10807.9394391732,21249.5618332418,10398.0030894178
2016-09-13,10618.9312963667,21060.5536904353,10398.0030894178
2016-09-14,10630.0386556455,21071.6610497141,10398.0030894178
2016-09-19,10671.6708512245,21113.293245293,10398.0030894178
2016-09-20,10690.2198886092,21131.8422826778,10398.0030894178
2016-09-21,10872.5010643501,21314.1234584186,10398.0030894178
2016-09-22,11045.998191934,21487.6205860025,10398.0030894178
2016-09-23,10986.1119178172,21427.7343118858,10398.0030894178
2016-09-26,10871.4392371293,21313.0616311978,10398.0030894178
2016-09-27,10847.9293767753,21289.5517708438,10398.0030894178
2016-09-28,10917.8628742642,21359.4852683328,10398.0030894178
2016-09-29,10769.8101221002,21211.4325161688,10398.0030894178
2016-09-30,10803.0763720482,21244.6987661168,10398.0030894178
2016-10-10,10377.8198790707,20819.4422731393,10398.0030894178
2016-10-11,10198.1769720126,20165.8833000716,9923.61263295176
2016-10-12,10197.3738534326,20165.0801814917,9923.61263295176
2016-10-13,10190.6441682829,20158.3504963419,9923.61263295176
2016-10-14,10179.2705369556,20146.9768650146,9923.61263295176
2016-10-17,10154.682709844,20122.389037903,9923.61263295176
2016-10-18,10269.1247158791,20236.8310439381,9923.61263295176
2016-10-19,10344.5770960267,20312.2834240857,9923.61263295176
2016-10-20,10312.6480047804,20280.3543328395,9923.61263295176
2016-10-21,10322.1031807826,20289.8095088416,9923.61263295176
2016-10-24,10339.111449729,20306.8177777881,9923.61263295176
2016-10-25,10367.3455515196,20335.0518795786,9923.61263295176
2016-10-26,10296.9167813906,20264.6231094496,9923.61263295176
2016-10-27,10285.7066661217,20253.4129941807,9923.61263295176
2016-10-28,10305.507519357,20273.213847416,9923.61263295176
2016-10-31,10275.4652951914,20243.1716232504,9923.61263295176
2016-11-01,10306.7933522178,20274.4996802769,9923.61263295176
2016-11-02,10380.9600986495,20348.6664267086,9923.61263295176
2016-11-03,10298.6975809721,20266.4039090311,9923.61263295176
2016-11-04,10289.0914935905,20256.7978216495,9923.61263295176
2016-11-07,10352.3249410348,20320.0312690938,9923.61263295176
2016-11-08,10359.2626376196,20326.9689656786,9923.61263295176
2016-11-09,10477.5466773289,20445.2530053879,9923.61263295176
2016-11-10,10448.7196776661,20416.4260057251,9923.61263295176
2016-11-11,10131.7064457965,20099.4127738555,9923.61263295176
2016-11-14,10113.9062577275,20081.6125857865,9923.61263295176
2016-11-15,10218.2470293118,20643.8932307872,10381.0950239771
2016-11-16,10195.6669252658,20621.3131267411,10381.0950239771
2016-11-17,10196.8833094394,20622.5295109148,10381.0950239771
2016-11-18,10109.2140227386,20534.860224214,10381.0950239771
2016-11-21,10249.8557688578,20675.5019703332,10381.0950239771
2016-11-22,10238.1752487364,20663.8214502118,10381.0950239771
2016-11-23,10081.8092984571,20044.8103642589,9917.98678005962
2016-11-25,10042.9251838607,20005.9262496625,9917.98678005962
2016-11-28,10078.0569402674,20041.0580060692,9917.98678005962
2016-11-29,10072.4549149325,20035.4559807343,9917.98678005962
2016-11-30,9914.06569400277,19877.0667598046,9917.98678005962
2016-12-01,9845.81659184637,19808.8176576482,9917.98678005962
2016-12-02,9912.04873464476,19875.0498004466,9917.98678005962
2016-12-05,9967.84201357994,19930.8430793818,9917.98678005962
2016-12-06,9957.33130039117,19920.332366193,9917.98678005962
2016-12-07,10159.4242933846,20122.4253591864,9917.98678005962
2016-12-08,10144.50528892,20107.5063547218,9917.98678005962
2016-12-09,10133.0509988848,20096.0520646866,9917.98678005962
2016-12-12,10151.0733338695,20114.0743996714,9917.98678005962
2016-12-13,10173.9105581865,20136.9116239884,9917.98678005962
2016-12-14,10115.9919705083,20078.9930363101,9917.98678005962
2016-12-15,9906.73208422551,19390.0721333358,9437.84562221027
2016-12-16,9944.26337667461,19427.6034257849,9437.84562221027
2016-12-19,10004.9484246122,19488.2884737226,9437.84562221027
2016-12-20,9976.18314587092,19919.0214746698,9896.88486265843
2016-12-21,9946.15997953826,19888.9983083372,9896.88486265843
2016-12-22,9907.57449975615,19850.4128285551,9896.88486265843
2016-12-23,9945.83312113181,19888.6714499307,9896.88486265843
2016-12-27,10013.2484211342,19956.0867499331,9896.88486265843
2016-12-28,9938.73392205646,19881.5722508554,9896.88486265843
2016-12-29,10070.7066530448,20013.5449818438,9896.88486265843
2016-12-30,9969.65281371506,19912.491142514,9896.88486265843
2017-01-03,10143.7330722025,20086.5714010014,9896.88486265843
2017-01-04,10232.9157371148,20175.7540659137,9896.88486265843
2017-01-05,10350.9000466428,20293.7383754417,9896.88486265843
2017-01-06,10327.279776086,20270.1181048849,9896.88486265843
2017-01-09,10380.1415434989,20810.4024769788,10383.8205316705
2017-01-10,10385.7064502531,20815.967383733,10383.8205316705
2017-01-11,10508.5968821956,20938.8578156756,10383.8205316705
2017-01-12,10510.3083400345,20940.5692735145,10383.8205316705
2017-01-13,10502.7947685208,20933.0557020007,10383.8205316705
2017-01-17,10601.637268866,21031.898202346,10383.8205316705
2017-01-18,10616.1732658607,21046.4341993407,10383.8205316705
2017-01-19,10492.2877985416,20922.5487320216,10383.8205316705
2017-01-20,10557.6095672752,20987.8705007551,10383.8205316705
2017-01-23,10611.96901147,21042.2299449499,10383.8205316705
2017-01-24,10649.3297472356,21079.5906807156,10383.8205316705
2017-01-25,10637.9431135947,21068.2040470747,10383.8205316705
2017-01-26,10567.4415207855,20997.7024542654,10383.8205316705
2017-02-03,10801.7063249386,21231.9672584186,10383.8205316705
2017-02-06,10868.7071949883,21298.9681284683,10383.8205316705
2017-02-07,10904.7097530009,21334.9706864808,10383.8205316705
2017-02-08,10939.2448116434,21854.5880323047,10868.4182211623
2017-02-09,10988.4907564121,21903.8339770733,10868.4182211623
2017-02-10,11026.0215038007,21941.364724462,10868.4182211623
2017-02-13,11010.1452171516,21925.4884378129,10868.4182211623
2017-02-14,11055.0259888776,21970.3692095389,10868.4182211623
2017-02-15,11178.1438543301,22093.4870749914,10868.4182211623
2017-02-16,11233.4978364401,22148.8410571013,10868.4182211623
2017-02-17,11235.0496114647,22150.392832126,10868.4182211623
2017-02-21,11308.716374714,22224.0595953753,10868.4182211623
2017-02-22,11251.5868978085,22166.9301184698,10868.4182211623
2017-02-23,11401.4585192987,22316.80173996,10868.4182211623
2017-02-24,11473.2071540358,22388.5503746971,10868.4182211623
2017-02-27,11489.8018354856,22405.1450561469,10868.4182211623
2017-02-28,11419.6480099021,22334.9912305633,10868.4182211623
2017-03-01,11559.4742733556,22474.8174940169,10868.4182211623
2017-03-02,11350.8073417646,22266.1505624259,10868.4182211623
2017-03-03,11306.2118862748,22221.555106936,10868.4182211623
2017-03-06,11257.3656575322,22172.7088781935,10868.4182211623
2017-03-07,11146.4009526222,22061.7441732835,10868.4182211623
2017-03-08,11065.6028538003,21980.9460744615,10868.4182211623
2017-03-09,11027.0054812347,21942.348701896,10868.4182211623
2017-03-10,11053.9681568412,21969.3113775025,10868.4182211623
2017-03-13,11072.0386070705,21987.3818277318,10868.4182211623
2017-03-14,11026.0676656278,21941.4108862891,10868.4182211623
2017-03-15,11144.9056942538,22060.2489149151,10868.4182211623
2017-03-16,11334.464906829,22249.8081274903,10868.4182211623
2017-03-17,11341.9245439639,22257.2677646252,10868.4182211623
2017-03-20,11348.693971422,22264.0371920833,10868.4182211623
2017-03-21,11293.0600457016,22208.4032663629,10868.4182211623
2017-03-22,11341.6969156505,22257.0401363117,10868.4182211623
2017-03-23,11307.1936144604,22222.5368351217,10868.4182211623
2017-03-24,11309.5453095649,22224.8885302262,10868.4182211623
2017-03-27,11353.4743439317,22268.817564593,10868.4182211623
2017-03-28,11442.3885854075,22357.7318060688,10868.4182211623
2017-03-29,11439.8940613752,22355.2372820365,10868.4182211623
2017-03-30,11406.2235547758,22321.5667754371,10868.4182211623
2017-03-31,11403.7006992113,22319.0439198725,10868.4182211623
2017-04-05,11331.0763333602,22246.4195540215,10868.4182211623
2017-04-06,11393.0089952737,22308.352215935,10868.4182211623
2017-04-07,11414.5974629778,22329.9406836391,10868.4182211623
2017-04-10,11396.050900055,22311.3941207163,10868.4182211623
2017-04-11,11539.7341301913,22455.0773508526,10868.4182211623
2017-04-12,11524.396382348,22439.7396030092,10868.4182211623
2017-04-13,11523.3971654869,22438.7403861481,10868.4182211623
2017-04-17,11655.4690967957,22570.8123174569,10868.4182211623
2017-04-18,11636.7291924404,23069.8849355867,11385.7134484201
2017-04-19,11529.7273939153,22962.8831370616,11385.7134484201
2017-04-20,11629.3372947356,23062.4930378819,11385.7134484201
2017-04-21,11632.4521109818,23065.6078541281,11385.7134484201
2017-04-24,11679.1757406054,23112.3314837517,11385.7134484201
2017-04-25,11676.2042312891,23109.3599744354,11385.7134484201
2017-04-26,11646.0241981601,23079.1799413064,11385.7134484201
2017-04-27,11666.7425675983,23099.8983107446,11385.7134484201
2017-04-28,11660.8825257561,23094.0382689025,11385.7134484201
2017-05-02,11609.086200229,23042.2419433753,11385.7134484201
2017-05-03,11524.9222328687,22958.077976015,11385.7134484201
2017-05-04,11373.758390309,22260.3630615969,10838.6152783916
2017-05-05,11410.7890875611,22833.0689210907,11373.7553006111
2017-05-08,11412.9368435203,22835.2166770499,11373.7553006111
2017-05-09,11307.8287633034,22730.108596833,11373.7553006111
2017-05-10,11345.4783995148,22767.7582330444,11373.7553006111
2017-05-11,11362.7894670323,22785.0693005619,11373.7553006111
2017-05-12,11373.6323790869,22795.9122126166,11373.7553006111
2017-05-15,11452.62759548,22874.9074290097,11373.7553006111
2017-05-16,11497.6715316172,22919.9513651468,11373.7553006111
2017-05-17,11456.5166602895,22878.7964938191,11373.7553006111
2017-05-18,11452.4730621301,22874.7528956597,11373.7553006111
2017-05-19,11542.8871728999,22965.1670064295,11373.7553006111
2017-05-22,11701.0667705282,23123.3466040578,11373.7553006111
2017-05-23,11674.5937127558,23096.8735462854,11373.7553006111
2017-05-24,11685.6802427076,23107.9600762372,11373.7553006111
2017-05-25,11769.1925473023,23191.4723808319,11373.7553006111
2017-05-26,11870.3918371137,23292.6716706433,11373.7553006111
2017-05-31,11882.9181789201,23305.1980124497,11373.7553006111
2017-06-01,11933.9411526943,23356.2209862239,11373.7553006111
2017-06-02,12065.7472428917,23488.0270764213,11373.7553006111
2017-06-05,12071.1842536598,23493.4640871895,11373.7553006111
2017-06-06,12159.2472271528,24236.9155733566,12028.4890795064
2017-06-07,12144.1339690089,24221.8023152127,12028.4890795064
